# (c) Der Bundeswahlleiter, Wiesbaden 2017;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur
;;Nickel;Sabine;w;1967;Dortmund;Dortmund;Büroleiterin;;;;;;NW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;8;
;;Nicklaus;Matthias Heribert;m;1982;Eibelstadt;Würzburg;Sachbearbeiter;;;;;;BY;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;14;
;;Nicolaisen;Petra;w;1965;Wanderup;Schleswig;Industriekauffrau;SH;1;Flensburg – Schleswig;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;;;;;
;;Nicolay;Johannes;m;1972;Zeltingen-Rachtig;Bernkastel-Kues;Hotelier;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;1;
;;Niecke;Antonia Alwine Gisela;w;1991;Hamburg;Hamburg;Studentin;;;;;;HH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;7;
;;Nieder;Achim;m;1960;Burgdorf;Emmerich;Autor;;;;;;NI;AfD;Alternative für Deutschland;16;
;;Nieder-Kassebaum;Thomas Andreas;m;1966;Bremen;Hamburg;Industriekaufmann;;;;;;HB;DM;Deutsche Mitte;1;
;;Niedermann;Ulrich Otto;m;1957;Reinfeld (Holstein);Hamburg;Sozialberater;;;;;;SH;ÖDP;Ökologisch-Demokratische Partei;3;
;;Niedermeier;Andreas;m;1982;München;München;Büroangestellter;;;;;;BY;FREIE WÄHLER;FREIE WÄHLER;35;
Dr.;;Niedostadek;Oliver;m;1974;Telgte;Telgte;Geschäftsführer / Rechtsanwalt;NW;130;Warendorf;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;50;
;;Niegisch;Joachim;m;1959;Gelsenkirchen;Bremerhaven;Lagerarbeiter;HB;55;Bremen II – Bremerhaven;MLPD;Marxistisch-Leninistische Partei Deutschlands;HB;MLPD;Marxistisch-Leninistische Partei Deutschlands;7;
;;Nielsen;Jennifer;w;1994;Hamburg;Hamburg;Finanzanwärterin;;;;;;HH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;1;
;;Niemann;Ferdinand;m;1992;Ratzeburg;Ratzeburg;Student;NW;112;Kleve;DIE LINKE;DIE LINKE;;;;;
;;Niemann;Sara Inge;w;1972;Wolfsburg;Wolfsburg;Angestellte;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;60;
;;Niemeyer;Ralph;m;1969;Schwäbisch Gmünd;Berlin;Journalist;;;;;;BW;SPD;Sozialdemokratische Partei Deutschlands;39;
;;Nienaber;Bernhard;m;1994;Stuttgart;Hamm;Student;;;;;;BW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;3;
;;Niermann;Guido;m;1964;Soest;Lippstadt;Geschäftsführer;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;71;
;;Nierstenhöfer;Anke;w;1974;Hannover;Reutlingen;Krankenschwester;NI;41;Stadt Hannover I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Niesen;Albert;m;1959;Trier;Trier;techn. Angestellter;RP;203;Trier;EB: Niesen;Albert Niesen;;;;;
;;Nietan;Dietmar;m;1964;Düren;Düren;MdB;NW;90;Düren;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;9;X
;;Niggemann;Klaus;m;1962;Dillenburg;Dortmund;Kriminalbeamter;;;;;;HE;AfD;Alternative für Deutschland;15;
;;Niklaus;Andreas;m;1961;Berlin;St. Ilgen (jetzt Leimen);Busfahrer;BE;75;Berlin-Mitte;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;BE;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;3;
;;Niklaus;Jens;m;1973;Haan;Gelsenkirchen;Betriebswirt;NW;104;Mettmann I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;49;
;;Nissen;Ulrike;w;1959;Frankfurt am Main;Essen;MdB;HE;183;Frankfurt am Main II;SPD;Sozialdemokratische Partei Deutschlands;HE;SPD;Sozialdemokratische Partei Deutschlands;6;X
;;Nißlein;Roswitha;w;1956;Olching;München;freiberufl. Lehrkraft / Dipl.-Biologin;;;;;;BY;BGE;Bündnis Grundeinkommen;10;
;;Nitsch;Gabriele;w;1964;Verl;Münster;Dipl.-Kauffrau;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;80;
;;Nitsche;Evelyn;w;1956;Halle (Saale);Halle (Saale);Zahntechnikerin;ST;72;Halle;AfD;Alternative für Deutschland;;;;;
Dr.;;Nitzsche;Thomas;m;1975;Jena;Zeulenroda;Fachreferent Bibliothek;;;;;;TH;FDP;Freie Demokratische Partei;11;
;;Nölke;Matthias;m;1980;Kassel;Kassel;Jurist;HE;168;Kassel;FDP;Freie Demokratische Partei;HE;FDP;Freie Demokratische Partei;8;
;;Noll;Michaela;w;1959;Haan;Düsseldorf;MdB / Rechtsanwältin;NW;104;Mettmann I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;4;X
;;Nolte;Alexander;m;1988;Essen;Essen;Student;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;65;
;;Nolte;Benjamin Dominik;m;1982;München;Hagen;Ingenieur;;;;;;BY;AfD;Alternative für Deutschland;19;
;;Nolte;Jan Ralf;m;1988;Frankenberg (Eder);Bremen;Soldat;HE;167;Waldeck;AfD;Alternative für Deutschland;HE;AfD;Alternative für Deutschland;4;
;;Nord;Thomas Hans;m;1957;Frankfurt (Oder);Berlin;MdB / Kulturwissenschaftler;BB;63;Frankfurt (Oder) – Oder-Spree;DIE LINKE;DIE LINKE;BB;DIE LINKE;DIE LINKE;2;X
;;Normann;Johannes Gerhard;m;1968;Mömbris;Alzenau;Bankkaufmann;;;;;;BY;AfD;Alternative für Deutschland;22;
;;Nossem;Angelo;m;1966;Heinsberg;Schwalmtal;selbst. Tischler;;;;;;NW;DM;Deutsche Mitte;3;
;;Nothdurft;Michael;m;1958;Ostfildern;Köln;Konzertgitarrist;;;;;;BW;BGE;Bündnis Grundeinkommen;4;
Dr.;von;Notz;Konstantin;m;1971;Mölln;Mölln;MdB / Jurist;SH;10;Herzogtum Lauenburg – Stormarn-Süd;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;X
;;Nouripour;Omid;m;1975;Berlin;Teheran, Iran;selbständig;HE;183;Frankfurt am Main II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;X
;;Nowack;Hubert;m;1961;Rottweil;Rottweil;selbst. Zimmerermeister;BW;285;Rottweil – Tuttlingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;38;
;;Nowak;Helmut;m;1941;Leverkusen;Beuthen;MdB / Kaufmann;NW;101;Leverkusen – Köln IV;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;38;X
;;Nowak;Janus;m;1978;Nufringen;Groß Strehlitz;Internet-Unternehmer;;;;;;BW;NPD;Nationaldemokratische Partei Deutschlands;2;
;;Nowak;Rainer;m;1950;Duderstadt;Recklinghausen;Gewerkschaftssekretär a. D.;NI;53;Göttingen;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;3;
;;Nowak;Rita Magdalena;w;1957;Recklinghausen;Recklingshausen;Pensionärin;NW;122;Recklinghausen II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Nowak;Siegfried;m;1958;Salzkotten;Norf;Rentner;NW;137;Paderborn – Gütersloh III;DIE LINKE;DIE LINKE;;;;;
;;Nufer;Frank;m;1968;Berlin;München;Journalist;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;42;
;;Nürnberger;Jörg;m;1967;Tröstau;Wunsiedel;Rechtsanwalt;BY;239;Hof;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;23;
;;Nuss;Shanna;w;1966;Speyer;Nurataldy;Dipl.-Ing. (FH) / Geophysikerin;RP;208;Neustadt – Speyer;DIE EINHEIT;DIE EINHEIT;;;;;
;;Nussbaum;Herbert;m;1958;Düsseldorf;Berlin;Dipl.-Ingenieur;NW;106;Düsseldorf I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Nusser;Dennis;m;1996;Heidelberg;Freiburg im Breisgau;Student;BW;274;Heidelberg;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;21;
Dr.;;Nüßlein;Georg;m;1969;Münsterhausen;Krumbach (Schwaben);MdB / Dipl.-Kaufmann;BY;255;Neu-Ulm;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X
;;Nützel;Harald;m;1976;Nordhorn;Bayreuth;Servicetechniker für Pipelineinspektion;NI;31;Mittelems;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;
;;Nyga;Carsten Jens;m;1966;Bielefeld;Duisburg;Industriekaufmann;;;;;;NW;PIRATEN;Piratenpartei Deutschland;19;
;;Obenauer;Lennart;m;1994;Pliezhausen;Pliezhausen;Schüler;BW;289;Reutlingen;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;
;;Oberbäumer;Lena;w;1979;Bielefeld;Bielefeld;Lehrerin;NW;132;Bielefeld – Gütersloh II;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;
;;Oberhäuser;Petra;w;1970;Schwaig b.Nürnberg;Nürnberg;Projektmanagerin;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;51;
;;Oberheim;Andreas Martin;m;1983;Bonn;Homburg (Saar);Ethnologe (M. A.);;;;;;NW;Die Humanisten;Partei der Humanisten;10;
;;Obermeier;Julia Stephanie;w;1984;München;München;MdB;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;32;X
;;Obradovic;Sinisa;m;1974;Bad Soden am Taunus;Frankfurt am Main;Angestellter;;;;;;HE;AfD;Alternative für Deutschland;16;
;;Ochotzki;Andreas;m;1965;Bremen;Eutin;Schwimmmeisterhelfer;;;;;;HB;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;7;
;;Ochotzki;Regina Gisela;w;1973;Bremen;Zeven;Senior Software Engineer;;;;;;HB;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;6;
;;Ochsenfahrt;Ralf;m;1963;Detmold;Detmold;Malermeister;NW;136;Höxter – Lippe II;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Oehler;André;m;1972;Werdau;Werdau;Dipl.-Ing. Landespflege (FH);SN;163;Chemnitzer Umland – Erzgebirgskreis II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SN;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;
;;Oehme;Bernhard Ulrich;m;1960;Chemnitz;Bischofswerda;Versicherungsmakler;SN;163;Chemnitzer Umland – Erzgebirgskreis II;AfD;Alternative für Deutschland;SN;AfD;Alternative für Deutschland;7;
;;Oellers;Wilfried;m;1975;Heinsberg;Mönchengladbach;Rechtsanwalt;NW;89;Heinsberg;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;53;X
;;Oertel;Beate;w;1957;Hamm;Ratingen;selbst. Finanzberaterin;NW;145;Hamm – Unna II;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;43;
;;Oettler;Frank;m;1966;Halle (Saale);Halle (Saale);Straßenbahnfahrer;ST;68;Harz;MLPD;Marxistisch-Leninistische Partei Deutschlands;ST;MLPD;Marxistisch-Leninistische Partei Deutschlands;2;
;von;Olberg;Robert;m;1988;Münster;Münster;Referent;NW;129;Münster;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;33;
;;Olschenka;Uwe;m;1957;Waiblingen;Waiblingen;Dipl.-Verwaltungsbetriebswirt (FH);BW;264;Waiblingen;ÖDP;Ökologisch-Demokratische Partei;BW;ÖDP;Ökologisch-Demokratische Partei;14;
;;Onayli;Sabine;w;1964;Leinfelden-Echterdingen;Stuttgart;med. Fachangestellte;;;;;;BW;DiB;DEMOKRATIE IN BEWEGUNG;5;
;;Öner;Merve Gizem;w;1992;Laatzen;Hildesheim;Studentin;;;;;;NI;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;
Dr.;;Onken;Holger;m;1971;Oldenburg (Oldenburg);Emden;wiss. Mitarbeiter;NI;26;Friesland – Wilhelmshaven – Wittmund;DIE LINKE;DIE LINKE;;;;;
;;Önümlü;Mehmet;m;1994;Neuss;Neuss;selbständig;;;;;;NW;-;Allianz Deutscher Demokraten;12;
;;Oppelt;Maximilian;m;1986;Hannover;Hannover;Jurist;NI;41;Stadt Hannover I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;29;
;;Oppermann;Simone;w;1966;Barsinghausen;Gehrden;Dipl.-Verwaltungswirtin (FH);;;;;;NI;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;3;
;;Oppermann;Thomas;m;1954;Göttingen;Freckenhorst;MdB / Jurist;NI;53;Göttingen;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;1;X
;;Orkunoglu;Temel;m;1952;Darmstadt;Kars, Türkei;Arbeiter;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;11;
;;Orth;Joachim;m;1955;Leichlingen (Rheinland);Solingen;Versicherungsfachmann;NW;100;Rheinisch-Bergischer Kreis;FREIE WÄHLER;FREIE WÄHLER;NW;FREIE WÄHLER;FREIE WÄHLER;2;
;;Orth;Regina;w;1954;Darmstadt;Langen (Hessen);Rentnerin;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;
;;Ortleb;Josephine Loulou;w;1986;Saarbrücken;Saarbrücken;Fachwirtin im Gastgewerbe;SL;296;Saarbrücken;SPD;Sozialdemokratische Partei Deutschlands;SL;SPD;Sozialdemokratische Partei Deutschlands;2;
;;Osowski;Andreas;m;1993;Berlin;Frankfurt am Main;Student;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;37;
;;Ossenkopp;Stephan;m;1969;Berlin;Hildesheim;Journalist;BE;79;Berlin-Steglitz-Zehlendorf;BüSo;Bürgerrechtsbewegung Solidarität;BE;BüSo;Bürgerrechtsbewegung Solidarität;4;
;;Oßner;Florian;m;1980;Velden;Vilsbiburg;Dipl.-Volkswirt (Univ.);BY;228;Landshut;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X
;;Ossowski;Dieter;m;1958;Berlin;Marktbergel;Kaufmann;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;34;
;;Ostendorff;Friedrich;m;1953;Bergkamen;Dortmund;Bauer;NW;127;Coesfeld – Steinfurt II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;X
;;Oster;Hartmut;m;1964;Borchen;Saarbrücken;Erzieher;NW;137;Paderborn – Gütersloh III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Oster;Josef;m;1971;Koblenz;Zell (Mosel);Bürgermeister;RP;199;Koblenz;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;14;
;;Osterkamp-Andresen;Wilfried Karl;m;1952;Meldorf;Saarbrücken;Dipl.-Sozialarbeiter;;;;;;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;
;;Osterkamp-Weber;Ilona Hilda;w;1976;Bremen;Norden;Dipl.-Pflegewirtin (FH);;;;;;HB;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;3;
;;Österle;Michael;m;1980;Gruibingen;Geislingen an der Steige;Angestellter;;;;;;BW;NPD;Nationaldemokratische Partei Deutschlands;7;
;;Osterloh;Claas Donat;m;1998;Celle;Ribnitz-Damgarten;Student;NI;41;Stadt Hannover I;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;7;
;;Osterloh;Michael;m;1971;Celle;Celle;Kindertagespflegeperson;NI;32;Cloppenburg – Vechta;FREIE WÄHLER;FREIE WÄHLER;;;;;
Dr.;;Ostermann;Tim;m;1979;Löhne;Bünde;MdB / Rechtsanwalt;NW;133;Herford – Minden-Lübbecke II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;16;X
;;Ostheim;Thomas;m;1979;Stuttgart;Filderstadt;Dozent für Deutsch als Fremdsprache;;;;;;BW;BGE;Bündnis Grundeinkommen;13;
;;Ostrowski;Rupert;m;1958;Ribbesbüttel;Braunschweig;Bankfachwirt i. R.;NI;45;Gifhorn – Peine;AfD;Alternative für Deutschland;;;;;
;;Ötinger;Stev;m;1976;Schwerin;Crivitz;selbständig;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;FDP;Freie Demokratische Partei;MV;FDP;Freie Demokratische Partei;5;
;;Ott;Florian Philipp;m;1988;Krefeld;Krefeld;Politikwissenschaftler;NW;114;Krefeld II – Wesel II;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;31;
;;Ott;Sigrid;w;1961;Leinfelden-Echterdingen;Stuttgart;selbständig;;;;;;BW;DiB;DEMOKRATIE IN BEWEGUNG;1;
;;Otte;Henning;m;1968;Bergen;Celle;MdB;NI;44;Celle – Uelzen;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;11;X
;;Otten;Gerold Joachim;m;1955;Putzbrunn;Lübberstedt;Major a. D. / Oberst d. R.;BY;221;München-Land;AfD;Alternative für Deutschland;BY;AfD;Alternative für Deutschland;8;
;;Otterbein;Andreas;m;1968;Kastl;Marburg;Berufssoldat;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;67;
;;Otti;Andreas;m;1968;Berlin;Bad Berleburg;Offizier;BE;78;Berlin-Spandau – Charlottenburg Nord;AfD;Alternative für Deutschland;;;;;
;;Otto;Birgit;w;1957;Grünberg;Gießen;Sozialarbeiterin;;;;;;HE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;25;
;;Otto;Ralf;m;1957;München;Düsseldorf;Kaufmann;;;;;;BY;BGE;Bündnis Grundeinkommen;11;
;;Overdiek;Markus;m;1993;Münster;Bünde;Student;NW;129;Münster;EB: Overdiek;Proeuropäische Bewegung;;;;;
;;Özdemir;Cem;m;1965;Berlin;Bad Urach;MdB;BW;258;Stuttgart I;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;X
;;Özdemir;Mahmut;m;1987;Duisburg;Duisburg;MdB;NW;116;Duisburg II;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;63;X
;;Özkan;Aslan;m;1980;Hamburg;Yukari Boran, Türkei;Sicherheitsmitarbeiter;HH;23;Hamburg-Bergedorf – Harburg;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Özkan;Tevfik;m;1988;Weyhe;Bremen;Jurist;NI;33;Diepholz – Nienburg I;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;27;
;;Özoğuz;Aydan Saliha;w;1967;Hamburg;Hamburg;Staatsministerin;HH;22;Hamburg-Wandsbek;SPD;Sozialdemokratische Partei Deutschlands;HH;SPD;Sozialdemokratische Partei Deutschlands;1;X
;;Öztoprak;Gülay;w;1953;Blaustein;Elbistan, Türkei;Hilfskraft;BW;291;Ulm;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Öztürk;Muhammet Tarik;m;1989;Overath;Bergisch Gladbach;Student;;;;;;NW;-;Allianz Deutscher Demokraten;14;
;;Paetz;Lasse;m;1989;Witten;Bad Oldesloe;Student;;;;;;NW;BGE;Bündnis Grundeinkommen;3;
;;Paetz;Tobias;m;1987;Kesseling;Bad Neuenahr-Ahrweiler;Student;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;36;
Dr.;;Pagel;Armin Lienhard;m;1947;Ribnitz-Damgarten;Cunnersdorf;Universitätsprofessor;MV;15;Vorpommern-Rügen – Vorpommern-Greifswald I;FREIE WÄHLER;FREIE WÄHLER;MV;FREIE WÄHLER;FREIE WÄHLER;5;
;;Pahlmann;Ingrid;w;1957;Gifhorn;Gifhorn;MdB / Hauswirtschaftsleiterin;NI;45;Gifhorn – Peine;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;13;X
;;Paliwoda;Claudia Simone;w;1961;Bremen;Bremen;Reinigungskraft;;;;;;HB;DKP;Deutsche Kommunistische Partei;2;
;;Pangritz;Holger Dirk;m;1968;Göttingen;Schongau;Hotelbetriebsökonom;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;3;
;;Pankratz;Ewald;m;1956;Waldshut-Tiengen;Waldshut;Dipl.-Ingenieur (FH);;;;;;BW;DM;Deutsche Mitte;18;
Dr.;;Pannes;Anna-Tina;w;1982;Ratingen;Düsseldorf;Referentin;NW;105;Mettmann II;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;21;
;;Pannhorst;Ingrid;w;1955;Mainz;Aschaffenburg;Architektin / Innenarchitektin;;;;;;RP;ÖDP;Ökologisch-Demokratische Partei;20;
;;Pantel;Sylvia;w;1961;Düsseldorf;Düsseldorf;MdB;NW;107;Düsseldorf II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;44;X
;;Panter;Roland Christoph;m;1973;Lehrte;Herford;Kommunikationsberater;NI;47;Hannover-Land II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NI;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;18;
Dr.;;Papadopulos;Ilias;m;1954;Görlitz;Dmanisi, Georgien;Tierarzt;SN;157;Görlitz;BüSo;Bürgerrechtsbewegung Solidarität;;;;;
;;Pape;Christian;m;1974;Berlin;Freiburg im Breisgau;Dipl.-Volkswirt / Dipl.-Wirtschaftsingenieur;BE;83;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;EB: Pape;LIBERAL NACHHALTIG SOZIAL WELTOFFEN;;;;;
;;Papst-Dippel;Claudia;w;1963;Volkmarsen;Birkesdorf (jetzt Düren);Heilpraktikerin;;;;;;HE;AfD;Alternative für Deutschland;17;
Prof. Dr.;;Paqué;Karl-Heinz;m;1956;Magdeburg;Saarbrücken;Universitätsprofessor;ST;69;Magdeburg;FDP;Freie Demokratische Partei;;;;;
;;Partes;Kurt;m;1953;Arnstadt;Siegelbach;Techniker;;;;;;TH;DM;Deutsche Mitte;5;
;;Paschke;Manuel;m;1992;Delmenhorst;Berlin;Referendar;NI;28;Delmenhorst – Wesermarsch – Oldenburg-Land;DIE LINKE;DIE LINKE;;;;;
;;Paschke;Markus Alfred Josef;m;1963;Ihlow;Bremen;MdB / Gewerkschaftssekretär;NI;25;Unterems;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;15;X
;;Pasemann;Frank;m;1960;Magdeburg;Magdeburg;selbständig;ST;69;Magdeburg;AfD;Alternative für Deutschland;ST;AfD;Alternative für Deutschland;2;
;;Pastörs;Udo;m;1952;Lübtheen;Wegberg;Uhrmachermeister;MV;15;Vorpommern-Rügen – Vorpommern-Greifswald I;NPD;Nationaldemokratische Partei Deutschlands;MV;NPD;Nationaldemokratische Partei Deutschlands;1;
;;Patzelt;Martin Maria Otto Felix;m;1947;Briesen (Mark);Frankfurt (Oder);MdB;BB;63;Frankfurt (Oder) – Oder-Spree;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;BB;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;10;X
Dr.;;Pätzold;Martin;m;1984;Berlin;Moskau, Russland;MdB / Dipl.-Kaufmann;BE;86;Berlin-Lichtenberg;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;BE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;7;X
;;Patzwaldt;Rudolf Gerhard Hans;m;1952;Planegg;München;Rentner;;;;;;BY;BP;Bayernpartei;26;
;;Pau;Petra;w;1963;Berlin;Berlin;MdB / Lehrerin;BE;85;Berlin-Marzahn-Hellersdorf;DIE LINKE;DIE LINKE;BE;DIE LINKE;DIE LINKE;1;X
;;Paul;Andreas Michael;m;1978;Oldenburg (Oldenburg);Düsseldorf;Berufsoffizier;NI;27;Oldenburg – Ammerland;AfD;Alternative für Deutschland;;;;;
;;Paul;Heinz;m;1964;Rostock;Ludwigshafen am Rhein;arbeitsuchend;;;;;;MV;BGE;Bündnis Grundeinkommen;3;
;;Paul;Helmut Peter Heinz;m;1947;Kassel;Isernhagen;Unternehmer;HE;168;Kassel;FREIE WÄHLER;FREIE WÄHLER;HE;FREIE WÄHLER;FREIE WÄHLER;13;
;;Paul;Kirsten;w;1972;Hettstedt;Wippra;Buchhalterin;;;;;;ST;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;2;
;;Paul;Sebastian;m;1980;Wuppertal;Blankenburg (Harz);Sachbearbeiter Logistik;;;;;;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;6;
;;Pauli;Karl-Heinz;m;1953;Ravensburg;Stuttgart;Lagerfacharbeiter;BW;294;Ravensburg;MLPD;Marxistisch-Leninistische Partei Deutschlands;BW;MLPD;Marxistisch-Leninistische Partei Deutschlands;25;
;;Paulig;David Andreas;m;1993;Hohnstorf (Elbe);Hamburg;Schüler;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;15;
;;Pauls;Jan;m;1984;Prüm;Aachen;Maschinenbauingenieur;RP;202;Bitburg;SPD;Sozialdemokratische Partei Deutschlands;RP;SPD;Sozialdemokratische Partei Deutschlands;14;
